Scheme Name	Asset Value
PGIM India Corporate Bond Fund - Direct Plan - Growth	48.2043
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0225
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.3604
PGIM India Corporate Bond Fund - Growth	43.2806
PGIM India Corporate Bond Fund - Monthly Dividend	12.9071
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.7333
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
SBI Corporate Bond Fund - Direct Plan - Growth	16.0371
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	15.1374
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.5903
SBI Corporate Bond Fund - Regular Plan - Growth	15.5676
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	14.6919
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.1257
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	13.0091
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	18.5341
Sundaram Corporate Bond Fund Direct Plan - Growth	41.6564
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.7749
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	17.9716
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	19.9460
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	17.9606
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.6346
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	16.9591
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	19.3245
Sundaram Corporate Bond Fund Regular Plan- Growth	40.2832
Tata Corporate Bond Fund-Direct Plan-Growth	12.6564
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	12.6564
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	12.6564
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	12.6564
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	12.6564
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	12.6564
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	12.6564
Tata Corporate Bond Fund-Regular Plan-Growth	12.4021
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	12.4021
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	12.4021
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	12.4021
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	12.4021
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	12.4021
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	12.4021
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1207.1973
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1160.8571
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1195.5196
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1147.5785
Union Corporate Bond Fund - Direct Plan - Growth Option	15.6914
Union Corporate Bond Fund - Direct Plan - IDCW Option	15.6914
Union Corporate Bond Fund - Regular Plan - Growth Option	15.3422
Union Corporate Bond Fund - Regular Plan - IDCW Option	15.3422
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	13.4708
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	14.8181
UTI Corporate Bond Fund - Direct Plan - Growth Option	16.8123
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	14.3657
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	14.7041
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	13.1467
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	14.4896
UTI Corporate Bond Fund - Regular Plan - Growth Option	16.4551
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	13.9033
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	14.3087
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	13.6139
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	24.4666
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	24.4675
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	12.4151
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	22.332
Axis Credit Risk Fund - Direct Plan - Growth	23.9713
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.1360
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.2927
Axis Credit Risk Fund - Regular Plan - Growth	21.4379
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.1334
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1660
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.4368
BANDHAN Credit Risk Fund - Regular Plan Growth	16.4323
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.3691
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	12.7603
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.7071
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.5272
BANDHAN Credit Risk Fund-Direct Plan-Growth	17.8328
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	13.0844
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.9176
BANK OF INDIA Credit Risk  Fund - Direct Plan	12.4934
BANK OF INDIA Credit Risk Fund - Regular Plan	12.1955
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.4228
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.9717
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	24.4412
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	22.2084
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.3675
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.9620
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	11.3015
DSP Credit Risk Fund - Direct Plan - Growth	54.1962
DSP Credit Risk Fund - Direct Plan - IDCW	12.005
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	11.1209
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly 	11.7526
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	11.1349
DSP Credit Risk Fund - Regular Plan - IDCW	11.9334
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	11.1206
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	11.3644
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly 	11.6129
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	11.1333
DSP Credit Risk Fund - Regular Plan -Growth	49.6616
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW 	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW 	13.5858
HDFC Credit Risk Debt Fund - Growth Option	24.0743
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	26.0083
HDFC Credit Risk Debt Fund - IDCW Option	22.1684
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	22.799
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.887
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.5399
HSBC Credit Risk Fund - Direct Annual IDCW	13.8119
HSBC Credit Risk Fund - Direct Growth	35.0356
HSBC Credit Risk Fund - Direct IDCW	12.5055
HSBC Credit Risk Fund - Regular Annual IDCW	12.7822
HSBC Credit Risk Fund - Regular Growth	32.3193
HSBC Credit Risk Fund - Regular IDCW	11.4938
HSBC Credit Risk Fund- Regular Plan - Bonus	31.8081
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	35.0936
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.9919
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	31.8495
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.3053
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2168.1186
Invesco India Credit Risk Fund - Direct Plan - Growth	2152.0544
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1179.7884
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1933.2569
Invesco India Credit Risk Fund - Regular Plan - Growth	1933.8581
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1420.2653
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	24.9152
Kotak Credit Risk Fund - Growth	29.4938
Kotak Credit Risk Fund - Growth - Direct	33.1718
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	12.8265
Nippon India Credit Risk Fund  - Growth Plan	35.0066
Nippon India Credit Risk Fund  - Institutional Growth Plan	36.5446
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	38.5168
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	20.8539
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.5667
NIPPON INDIA CREDIT RISK FUND - IDCW Option	19.2020
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	12.9830
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.6444
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	22.9435
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	49.3028
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.1126
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	45.6608
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	20.6426
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option	2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option	2.4018
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW	1.7437
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW	1.7035
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW	1.7067
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW	1.6036
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW	1.8964
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW	1.6027
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW	1.559
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW	1.6108
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW	1.4422
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW	1.706
UTI Credit Risk Fund  - Regular Plan - Growth Option	17.0853
UTI Credit Risk Fund - Direct Plan - Annual IDCW	12.2428
UTI Credit Risk Fund - Direct Plan - Flexi IDCW	12.2473
UTI Credit Risk Fund - Direct Plan - Growth Option	19.297
UTI Credit Risk Fund - Direct Plan - Half-Yearly IDCW	12.29
UTI Credit Risk Fund - Direct Plan - Monthly IDCW	11.3212
UTI Credit Risk Fund - Direct Plan - Quarterly IDCW	13.617
UTI Credit Risk Fund - Regular Plan - Annual IDCW	11.4007
UTI Credit Risk Fund - Regular Plan - Flexi IDCW	11.0911
UTI Credit Risk Fund - Regular Plan - Half-Yearly IDCW	11.4614
UTI Credit Risk Fund - Regular Plan - Monthly IDCW	10.2599
UTI Credit Risk Fund - Regular Plan - Quarterly IDCW	12.136
360 ONE Dynamic Bond Fund - Regular Plan - Growth Option	22.7063
360 ONE Dynamic Bond Fund Direct Plan Growth	23.9543
360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend	13.9699
360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend	22.1030
360 ONE Dynamic Bond Fund Regular Plan Bonus	22.7063
360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend	21.9115
360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend	12.9544
360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend	21.9117
Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan	49.8192
Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan	46.4466
Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW	13.2995
Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW	11.2527
Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW	11.212
Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW	12.2876
Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW	10.8116
Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW	10.9576
Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth	32.1186
Axis Dynamic Bond Fund - Direct Plan - Growth Option	32.5894
Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW	12.7651
Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW	11.3141
Axis Dynamic Bond Fund - Regular Plan - Growth Option	29.6773
Axis Dynamic Bond Fund - Regular Plan - Half Yearly IDCW	11.6786
Axis Dynamic Bond Fund - Regular Plan - Quarterly IDCW	11.3663
BANDHAN Dynamic Bond Fund - Regular Plan B - Quarterly IDCW	11.4618
BANDHAN Dynamic Bond Fund - Regular Plan B - Annual IDCW	11.1174
BANDHAN Dynamic Bond Fund - Regular Plan B - Growth	33.6207
BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW	10.7346
BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW	12.8553
BANDHAN Dynamic Bond Fund - Regular Plan B - Periodic IDCW	13.3601
BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW	11.6234
BANDHAN Dynamic Bond Fund-Direct Plan-Growth	37.3623
BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW	10.9512
BANDHAN Dynamic Bond Fund-Direct Plan-IDCW	16.0409
BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW	13.1008
BANDHAN Dynamic Bond Fund-Direct Plan-Quarterly IDCW	13.4390
Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Daily IDCW Option	9.9826
Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option	50.9217
Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option	10.0000
Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Monthly IDCW Option	10.8999
Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option	10.9529
Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Weekly IDCW Option	9.9625
Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Daily IDCW Option	9.9752
Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Growth Option	45.7467
Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Half Yearly IDCW Option	10.3994
Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Monthly IDCW Option	10.4588
Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Quarterly IDCW Option	10.5338
Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Weekly IDCW Option	9.9564
Baroda BNP Paribas Dynamic Bond Fund-Defunct Plan - Growth Option	32.2156
CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION	32.3275
CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	15.7453
CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - GROWTH OPTION	29.3132
CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	14.1159
DSP Strategic Bond Fund - Direct Plan - Growth	3579.1272
DSP Strategic Bond Fund - Direct Plan - IDCW	2438.5512
DSP Strategic Bond Fund - Direct Plan - IDCW - Daily	1049.5175
DSP Strategic Bond Fund - Direct Plan - IDCW - Monthly	1057.6685
DSP Strategic Bond Fund - Direct Plan - IDCW - Weekly	990.0000
DSP Strategic Bond Fund - Regular Plan - Growth	3359.0668
DSP Strategic Bond Fund - Regular Plan - IDCW	1242.9328
DSP Strategic Bond Fund - Regular Plan - IDCW - Daily	1046.169
DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly	1047.7246
DSP Strategic Bond Fund - Regular Plan - IDCW - Weekly	1034.0522
Franklin India Dynamic Accrual Fund - Direct - Growth	84.0329
Franklin India Dynamic Accrual Fund - Direct - IDCW 	14.1635
Franklin India Dynamic Accrual Fund - IDCW 	15.6675
Franklin India Dynamic Accrual Fund-Growth	94.7880
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option	1524.8152
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Regular Plan - Growth option	1461.2937
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment)	1004.5736
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1007.1956
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	998.2154
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1004.2702
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment)	1006.471
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1003.8633
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	998.2261
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1003.6883
HDFC Dynamic Debt Fund - Growth Option	89.4312
HDFC Dynamic Debt Fund - Growth Option - Direct Plan	98.6989
HDFC Dynamic Debt Fund - Half Yearly IDCW - Direct Plan	13.872
HDFC Dynamic Debt Fund - Half Yearly IDCW Option	11.8931
HDFC Dynamic Debt Fund - Normal IDCW - Direct Plan	20.7817
HDFC Dynamic Debt Fund - Normal IDCW Option	19.1595
HDFC Dynamic Debt Fund - Quarterly IDCW - Direct Plan	14.2684
